FID,Latitude,Longitude,Depth_m
5633,70.35734533,-153.6681586,10.1
5634,70.35734836,-153.6681676,10.2
5635,70.35734836,-153.6681766,10.1
5636,70.3573544,-153.6681945,10.1
5637,70.35735742,-153.6682125,10.2
5638,70.35736347,-153.6682395,10.4
5639,70.35736649,-153.6682484,10.4
5640,70.35736951,-153.6682664,10.4
5641,70.35737253,-153.6682844,10.4
5642,70.35737555,-153.6683113,10.5
5643,70.35737555,-153.6683203,10.5
5644,70.35737858,-153.6683383,10.6
5645,70.3573816,-153.6683472,10.7
5646,70.35738462,-153.6683562,10.9
5647,70.35738764,-153.6683652,10.7
5648,70.35739066,-153.6683652,10.7
5649,70.35739369,-153.6683832,10.8
5650,70.35739369,-153.6684011,10.8
5651,70.35739671,-153.6684101,10.9
5652,70.35739671,-153.6684191,10.9
5653,70.35739671,-153.6684191,10.9
5654,70.35740275,-153.6684461,11
5655,70.35740275,-153.668455,11.1
5656,70.35740879,-153.668464,11
5657,70.35741182,-153.668464,11
5658,70.35741484,-153.668473,11.1
5659,70.35742088,-153.668491,11.2
5660,70.35742088,-153.668491,11.2
5661,70.3574239,-153.6685179,11.2
5662,70.35742693,-153.6685449,11.2
5663,70.35742693,-153.6685628,11.2
5664,70.35742693,-153.6685898,11.2
5665,70.35742693,-153.6685898,11.5
5666,70.35742995,-153.6685898,11.4
5667,70.35742995,-153.6685898,11.3
5668,70.35743599,-153.6685988,11.3
5669,70.35743901,-153.6686077,11.4
5670,70.35744506,-153.6686257,11.4
5671,70.35744506,-153.6686257,11.4
5672,70.35744506,-153.6686347,11.6
5673,70.35744506,-153.6686347,11.3
5674,70.35744506,-153.6686527,11.5
5675,70.35744506,-153.6686706,11.5
5676,70.35744808,-153.6686796,11.3
5677,70.35744808,-153.6686976,11.4
5678,70.3574511,-153.6687066,11.4
5679,70.35745412,-153.6687155,11.6
5680,70.35745715,-153.6687335,11.6
5681,70.35746017,-153.6687425,11.4
5682,70.35746017,-153.6687605,11.6
5683,70.35746319,-153.6687784,11.4
5684,70.35746319,-153.6687964,11.7
5685,70.35746923,-153.6688144,11.7
5686,70.35747528,-153.6688413,11.4
5687,70.3574783,-153.6688593,11.4
5688,70.3574783,-153.6688862,11.4
5689,70.35748132,-153.6689042,11.4
5690,70.35748434,-153.6689221,11.4
5691,70.35748736,-153.6689491,11.5
5692,70.35749341,-153.6689671,11.5
5693,70.35749945,-153.668985,11.5
5694,70.35749945,-153.669003,11.5
5695,70.35750247,-153.669012,11.5
5696,70.35750247,-153.6690299,11.4
5697,70.35750247,-153.6690389,11.5
5698,70.3575055,-153.6690569,11.6
5699,70.35750852,-153.6690659,11.6
5700,70.35751154,-153.6690928,11.5
5701,70.35751154,-153.6691108,11.5
5702,70.35751154,-153.6691198,11.6
5703,70.35751456,-153.6691287,11.7
5704,70.35751456,-153.6691467,11.7
5705,70.35751758,-153.6691647,11.6
5706,70.35751758,-153.6691737,11.7
5707,70.3575206,-153.6691826,11.7
5708,70.3575206,-153.6692096,11.6
5709,70.3575206,-153.6692186,11.6
5710,70.3575206,-153.6692365,11.6
5711,70.35752363,-153.6692545,11.6
5712,70.35752363,-153.6692635,11.7
5713,70.35752363,-153.6692725,11.6
5714,70.3575206,-153.6692815,11.7
5715,70.3575206,-153.6692904,11.7
5716,70.35752363,-153.6692994,11.7
5717,70.35752665,-153.6693174,11.5
5718,70.35752665,-153.6693174,11.5
5719,70.35752665,-153.6693354,11.5
5720,70.35752363,-153.6693533,11.5
5721,70.35752363,-153.6693803,11.6
5722,70.35752363,-153.6693982,11.7
5723,70.35752363,-153.6694072,11.6
5724,70.35752665,-153.6694162,11.6
5725,70.35752967,-153.6694252,11.6
5726,70.35753269,-153.6694431,11.8
5727,70.35753571,-153.6694611,11.5
5728,70.35753874,-153.6694881,11.6
5729,70.35754176,-153.669515,11.5
5730,70.3575478,-153.669542,11.5
5731,70.35755385,-153.6695599,11.6
5732,70.35755687,-153.6695689,11.6
5733,70.35756291,-153.6695779,11.6
5734,70.35756593,-153.6695779,11.6
5735,70.35756593,-153.6695959,11.6
5736,70.35756291,-153.6696318,11.6
5737,70.35755989,-153.6696677,11.6
5738,70.35755687,-153.6697036,11.6
5739,70.35755385,-153.6697306,11.6
5740,70.35755385,-153.6697396,11.5
5741,70.35755082,-153.6697396,11.5
5742,70.35755385,-153.6697396,11.6
5743,70.35755687,-153.6697486,11.4
5744,70.35755687,-153.6697396,11.4
5745,70.35755385,-153.6697486,11.4
5746,70.35755082,-153.6697486,11.5
5747,70.35755082,-153.6697665,11.5
5748,70.35755385,-153.6697845,11.2
5749,70.35755687,-153.6698114,11.2
5750,70.35755687,-153.6698294,11.4
5751,70.35755687,-153.6698474,11.4
5752,70.35755989,-153.6698743,11.5
5753,70.35755989,-153.6698923,11.4
5754,70.35755989,-153.6699013,11.3
5755,70.35756593,-153.6698923,11.3
5756,70.35756895,-153.6699013,11.3
5757,70.357575,-153.6699282,11.2
5758,70.357575,-153.6699641,11.2
5759,70.357575,-153.6699911,11.4
5760,70.35758104,-153.6700091,11.1
5761,70.35758406,-153.670027,11.1
5762,70.35758406,-153.670018,11.3
5763,70.35759011,-153.670027,11.3
5764,70.35759615,-153.670027,11.2
5765,70.3576022,-153.670036,11.2
5766,70.35761428,-153.670045,10.8
5767,70.35762939,-153.670045,10.8
5768,70.35764752,-153.670045,11.3
5769,70.35766565,-153.670036,11.2
5770,70.35766868,-153.6700719,10.6
5771,70.35766868,-153.6701348,10.6
5772,70.3576717,-153.6701438,11.3
5773,70.35767472,-153.6701438,10.6
5774,70.35767774,-153.6701438,10.5
5775,70.35768076,-153.6701438,10.7
5776,70.35768076,-153.6701438,10.4
5777,70.35768379,-153.6701528,10.4
5778,70.35768379,-153.6701618,10.4
5779,70.35768681,-153.6701708,10.5
5780,70.35768681,-153.6701618,10.4
5781,70.35769285,-153.6701528,10.5
5782,70.35769285,-153.6701618,10.5
5783,70.35769285,-153.6701618,10.3
5784,70.35769285,-153.6701528,10.4
5785,70.35769285,-153.6701528,10.3
5786,70.35769587,-153.6701528,10.8
5787,70.3576989,-153.6701528,10.8
5788,70.35770192,-153.6701618,10.8
5789,70.35770494,-153.6701708,10.8
5790,70.35770796,-153.6701887,10.8
5791,70.35770494,-153.6702067,10.8
5792,70.35770494,-153.6702157,10.8
5793,70.35770494,-153.6702336,10.7
5794,70.35770494,-153.6702426,10.7
5795,70.35770796,-153.6702696,10.5
5796,70.35771098,-153.6702785,10.4
5797,70.35771098,-153.6702785,10.4
5798,70.357714,-153.6703055,10.3
5799,70.357714,-153.6703055,10.3
5800,70.35771703,-153.6703145,10.3
5801,70.35772307,-153.6703504,10.4
5802,70.35772911,-153.6703684,10.4
5803,70.35773214,-153.6703774,10.4
5804,70.35773214,-153.6703863,10.4
5805,70.35773516,-153.6704043,10.6
5806,70.3577412,-153.6704223,10.5
5807,70.35774724,-153.6704313,10.6
5808,70.35774724,-153.6704492,10.6
5809,70.35774724,-153.6704672,10.5
5810,70.35774724,-153.6704672,10.6
5811,70.35774422,-153.6704762,10.7
5812,70.35774724,-153.6704941,10.5
5813,70.35775329,-153.6705121,10.5
5814,70.35775631,-153.6705211,10.7
5815,70.35775933,-153.670539,10.7
5816,70.35776235,-153.670557,10.7
5817,70.3577684,-153.670557,10.4
5818,70.35777444,-153.670575,10.4
5819,70.35777746,-153.670584,10.4
5820,70.35778049,-153.6706019,10.4
5821,70.35778049,-153.6706199,9.7
5822,70.35778653,-153.6706289,9.7
5823,70.35779257,-153.6706379,9.7
5824,70.35779559,-153.6706468,9.9
5825,70.35779559,-153.6706468,10.2
5826,70.35780164,-153.6706558,10.2
5827,70.35780466,-153.6706738,10.2
5828,70.35780768,-153.6706918,10.4
5829,70.35780768,-153.6707097,10.5
5830,70.3578107,-153.6707277,10.2
5831,70.35781373,-153.6707546,10.4
5832,70.35781373,-153.6707726,10.5
5833,70.35781675,-153.6707816,9.7
5834,70.35782883,-153.6708085,9.8
5835,70.35783186,-153.6708355,9.8
5836,70.35784092,-153.6708534,9.5
5837,70.35784394,-153.6708714,9.5
5838,70.35784394,-153.6708984,9.6
5839,70.35784394,-153.6708984,9.7
5840,70.35784999,-153.6709163,9.5
5841,70.35784999,-153.6709163,9.5
5842,70.35785301,-153.6709253,9.6
5843,70.35785301,-153.6709253,9.6
5844,70.35784999,-153.6709253,9.6
5845,70.35784697,-153.6709343,9.6
5846,70.35784697,-153.6709523,9.5
5847,70.35784394,-153.6709882,9.5
5848,70.35784092,-153.6710241,9.9
5849,70.35784394,-153.6710421,9.7
5850,70.35784697,-153.671069,9.8
5851,70.35785301,-153.671087,9.9
5852,70.35785905,-153.671105,10
5853,70.35785905,-153.6711229,10.3
5854,70.35786207,-153.6711409,10.2
5855,70.35786207,-153.6711768,10.5
5856,70.35786207,-153.6711948,9.4
5857,70.35785905,-153.6712128,9.4
5858,70.35785905,-153.6712397,10.3
5859,70.35786207,-153.6712397,10.3
5860,70.35786207,-153.6712487,10.3
5861,70.35785905,-153.6712667,10.3
5862,70.35785905,-153.6712846,10.2
5863,70.35786207,-153.6712936,10.2
5864,70.3578651,-153.6713026,9.8
5865,70.3578651,-153.6713026,9.8
5866,70.31420139,-153.8158629,0.8
5867,70.31420139,-153.8158629,0.8
5868,70.31420139,-153.8158629,0.9
5869,70.31420139,-153.8158629,0.9
5870,70.31420139,-153.8158629,0.9
5871,70.31420139,-153.8158629,0.9
5872,70.31420139,-153.8158629,0.9
5873,70.31420139,-153.8158629,0.9
5874,70.31420139,-153.8158629,0.9
5875,70.31420139,-153.8158629,0.9
5876,70.31420139,-153.8158629,0.9
5877,70.31420139,-153.8158629,0.9
5878,70.31420139,-153.8158629,0.8
5879,70.31420139,-153.8158629,0.9
5880,70.31420139,-153.8158629,0.9
5881,70.31420139,-153.8158629,0.9
5882,70.31420139,-153.8158629,0.9
5883,70.31420139,-153.8158629,0.8
5884,70.31420139,-153.8158629,0.8
5885,70.31420139,-153.8158629,0.8
5886,70.31420139,-153.8158629,0.9
5887,70.31420139,-153.8158629,0.9
5888,70.31420139,-153.8158629,0.9
5889,70.31420139,-153.8158629,0.8
5890,70.31420139,-153.8158629,0.8
5891,70.31420139,-153.8158629,0.9
5892,70.31420139,-153.8158629,0.9
5893,70.31420139,-153.8158629,0.9
5894,70.31420139,-153.8158629,0.9
5895,70.31420139,-153.8158629,0.9
5896,70.31420139,-153.8158629,0.9
5897,70.31420139,-153.8158629,0.8
5898,70.31420139,-153.8158629,0.9
5899,70.31420139,-153.8158629,0.8
5900,70.31420139,-153.8158629,0.8
5901,70.31420139,-153.8158629,0.9
5902,70.31420139,-153.8158629,0.9
5903,70.31420139,-153.8158629,0.9
5904,70.31420139,-153.8158629,0.9
5905,70.31420139,-153.8158629,0.9
5906,70.31420139,-153.8158629,0.9
5907,70.31420139,-153.8158629,0.9
5908,70.31420139,-153.8158629,0.9
5909,70.31420139,-153.8158629,0.9
5910,70.31420139,-153.8158629,0.9
5911,70.31420139,-153.8158629,0.9
5912,70.31420139,-153.8158629,0.9
5913,70.31420139,-153.8158629,0.9
5914,70.31420139,-153.8158629,0.9
5915,70.31420139,-153.8158629,0.9
5916,70.31420139,-153.8158629,0.9
5917,70.31420139,-153.8158629,0.9
5918,70.3166905,-153.806359,0.9
5919,70.3166905,-153.806359,0.9
5920,70.31673289,-153.8064219,0.9
5921,70.31674197,-153.8064399,0.9
5922,70.316745,-153.8064489,0.9
5923,70.31675105,-153.8064668,0.9
5924,70.31675105,-153.8064668,0.9
5925,70.31675408,-153.8064668,0.9
5926,70.31675711,-153.8064758,0.9
5927,70.31675711,-153.8064848,0.9
5928,70.31676014,-153.8064938,0.9
5929,70.31676014,-153.8065028,0.9
5930,70.31676317,-153.8065028,0.9
5931,70.31676317,-153.8065028,0.9
5932,70.31676317,-153.8065118,0.9
5933,70.31676317,-153.8065118,0.9
5934,70.31676317,-153.8065118,0.9
5935,70.31676619,-153.8065297,0.9
5936,70.31676922,-153.8065297,1
5937,70.31676922,-153.8065297,1
5938,70.31677528,-153.8065477,1
5939,70.31677831,-153.8065567,1
5940,70.31677831,-153.8065567,1
5941,70.31677831,-153.8065657,1
5942,70.31678133,-153.8065746,1
5943,70.31678436,-153.8065836,1
5944,70.31678739,-153.8065926,1
5945,70.31679042,-153.8066106,1
5946,70.31679042,-153.8066106,1
5947,70.31679345,-153.8066196,1
5948,70.3167995,-153.8066285,1
5949,70.3167995,-153.8066375,1
5950,70.31680253,-153.8066465,1
5951,70.31680253,-153.8066555,1
5952,70.31680253,-153.8066734,1
5953,70.31680253,-153.8066734,1
5954,70.31680858,-153.8066824,1
5955,70.31680858,-153.8066914,1
5956,70.31680858,-153.8066914,1
5957,70.31681767,-153.8067094,1
5958,70.3168207,-153.8067184,1
5959,70.31682372,-153.8067363,1
5960,70.31682675,-153.8067453,1
5961,70.31682675,-153.8067453,1
5962,70.31683281,-153.8067723,1
5963,70.31683584,-153.8067812,1
5964,70.31683584,-153.8067902,1
5965,70.31683886,-153.8067992,1
5966,70.31683886,-153.8068082,1
5967,70.31684189,-153.8068082,1
5968,70.31684492,-153.8068172,1
5969,70.31685098,-153.8068262,1
5970,70.316854,-153.8068351,1
5971,70.31685703,-153.8068441,1
5972,70.31686006,-153.8068531,1
5973,70.31686309,-153.8068621,1
5974,70.31686611,-153.8068711,1
5975,70.31686611,-153.8068801,1
5976,70.31686914,-153.806898,1.1
5977,70.31686914,-153.806898,1.1
5978,70.3168752,-153.806907,1.1
5979,70.31688125,-153.806916,1
5980,70.31688428,-153.806925,1
5981,70.31688428,-153.8069429,1.1
5982,70.31688125,-153.8069429,1.1
5983,70.31688125,-153.8069609,1
5984,70.31688428,-153.8069699,1.1
5985,70.31688731,-153.8069878,1.1
5986,70.31689034,-153.8069968,1.1
5987,70.31689337,-153.8070058,1.1
5988,70.31689942,-153.8070148,1.1
5989,70.31689942,-153.8070417,1.1
5990,70.31690245,-153.8070597,1
5991,70.31690245,-153.8070956,1
5992,70.31690245,-153.8071136,1
5993,70.31690548,-153.8071226,1.1
5994,70.31690851,-153.8071316,1.1
5995,70.31690851,-153.8071316,1.1
5996,70.31690851,-153.8071495,1.1
5997,70.31690851,-153.8071585,1.1
5998,70.31690851,-153.8071675,1.1
5999,70.31690851,-153.8071765,1.1
6000,70.31691153,-153.8071855,1.1
6001,70.31691456,-153.8072034,1.1
6002,70.31691456,-153.8072124,1.1
6003,70.31691456,-153.8072124,1.1
6004,70.31691456,-153.8072214,1.1
6005,70.31691456,-153.8072304,1.1
6006,70.31691759,-153.8072573,1.1
6007,70.31691759,-153.8072573,1.1
6008,70.31692062,-153.8072753,1.1
6009,70.31692062,-153.8072843,1.1
6010,70.31692667,-153.8072933,1.1
6011,70.31692667,-153.8073022,1.1
6012,70.31692667,-153.8073202,1.1
6013,70.31693273,-153.8073382,1.1
6014,70.31693576,-153.8073472,1.1
6015,70.31693878,-153.8073651,1.1
6016,70.31694181,-153.8073831,1.1
6017,70.3169509,-153.8074011,1.1
6018,70.31696604,-153.807419,1.1
6019,70.31696906,-153.807446,1.1
6020,70.31698117,-153.807455,1.1
6021,70.3169842,-153.8074639,1.1
6022,70.31699329,-153.8074909,1.1
6023,70.31699329,-153.8074909,1.1
6024,70.31699934,-153.8075088,1.1
6025,70.31699934,-153.8075448,1.1
6026,70.31700237,-153.8075538,1.1
6027,70.31700237,-153.8075627,1.1
6028,70.31700237,-153.8075807,1.1
6029,70.31700237,-153.8076077,1.1
6030,70.31699934,-153.8076256,1.1
6031,70.31699329,-153.8076436,1.1
6032,70.31699329,-153.8076526,1.1
6033,70.31699329,-153.8076616,1.1
6034,70.31699026,-153.8076795,1.1
6035,70.31699026,-153.8076795,1.1
6036,70.31698723,-153.8076885,1.1
6037,70.3169842,-153.8077065,1.1
6038,70.31698117,-153.8077244,1.1
6039,70.31697512,-153.8077334,1.1
6040,70.31696906,-153.8077334,1.1
6041,70.31697209,-153.8077334,1.1
6042,70.31697815,-153.8077424,1.1
6043,70.3169842,-153.8077604,1.1
6044,70.3169842,-153.8077783,1.1
6045,70.31698723,-153.8078053,1.2
6046,70.31699026,-153.8078322,1.1
6047,70.31699329,-153.8078412,1.1
6048,70.31699631,-153.8078592,1.1
6049,70.31700237,-153.8078951,1.1
6050,70.3170054,-153.8079131,1.1
6051,70.31700843,-153.80794,1.1
6052,70.31701145,-153.807949,1.1
6053,70.31701145,-153.807967,1.1
6054,70.31701751,-153.8079849,1.1
6055,70.31702659,-153.8079939,1.1
6056,70.31703265,-153.8080029,1.1
6057,70.31703568,-153.8080119,1.1
6058,70.3170387,-153.8080209,1.1
6059,70.31703568,-153.8080298,1.1
6060,70.3170387,-153.8080388,1.1
6061,70.31704173,-153.8080478,1.1
6062,70.31704173,-153.8080478,1.1
6063,70.31704173,-153.8080568,1.1
6064,70.31704173,-153.8080568,1.1
6065,70.31704476,-153.8080478,1.1
6066,70.31704779,-153.8080568,1.1
6067,70.31704779,-153.8080568,1.1
6068,70.31705082,-153.8080748,1.1
6069,70.31705384,-153.8080837,1.1
6070,70.31705687,-153.8080748,1.1
6071,70.31705687,-153.8080748,1.1
6072,70.3170599,-153.8080748,1.1
6073,70.31705687,-153.8080837,1.1
6074,70.31705687,-153.8081017,1.2
6075,70.3170599,-153.8081287,1.2
6076,70.31706293,-153.8081556,1.2
6077,70.31706596,-153.8081736,1.2
6078,70.31706898,-153.8081915,1.1
6079,70.31707201,-153.8082365,1.1
6080,70.31707201,-153.8082544,1.1
6081,70.31706596,-153.8082724,1.2
6082,70.31706898,-153.8082814,1.2
6083,70.31706898,-153.8082993,1.2
6084,70.31706596,-153.8083083,1.2
6085,70.31706596,-153.8083083,1.2
6086,70.3170599,-153.8083263,1.2
6087,70.3170599,-153.8083263,1.2
6088,70.31705687,-153.8083353,1.2
6089,70.3170599,-153.8083532,1.2
6090,70.31706596,-153.8083622,1.2
6091,70.31707201,-153.8083802,1.1
6092,70.31707807,-153.8084071,1.1
6093,70.31708715,-153.8084251,1.1
6094,70.31709018,-153.8084341,1.2
6095,70.31709321,-153.8084431,1.2
6096,70.31709926,-153.808452,1.2
6097,70.31710229,-153.80847,1.2
6098,70.31710532,-153.808488,1.2
6099,70.31710532,-153.8085239,1.2
6100,70.31710532,-153.8085239,1.2
6101,70.31710229,-153.8085329,1.2
6102,70.31710229,-153.8085419,1.2
6103,70.31710532,-153.8085778,1.2
6104,70.31711137,-153.8086047,1.2
6105,70.3171144,-153.8086137,1.2
6106,70.3171144,-153.8086137,1.2
6107,70.31711743,-153.8086317,1.2
6108,70.31712046,-153.8086407,1.2
6109,70.31712046,-153.8086407,1.2
6110,70.31711743,-153.8086586,1.2
6111,70.31711743,-153.8086856,1.2
6112,70.31711743,-153.8087036,1.2
6113,70.3171144,-153.8087215,1.2
6114,70.3171144,-153.8087395,1.2
6115,70.3171144,-153.8087485,1.2
6116,70.31711743,-153.8087664,1.2
6117,70.31712349,-153.8088024,1.2
6118,70.31712349,-153.8088114,1.2
6119,70.31712651,-153.8088203,1.2
6120,70.31712954,-153.8088563,1.2
6121,70.31713257,-153.8088742,1.2
6122,70.31713257,-153.8088742,1.2
6123,70.31713862,-153.8088742,1.2
6124,70.31714165,-153.8088742,1.2
6125,70.31714771,-153.8088742,1.1
6126,70.31715074,-153.8088742,1.2
6127,70.31715376,-153.8088742,1.2
6128,70.31715679,-153.8088742,1.2
6129,70.31715982,-153.8088922,1.2
6130,70.31716285,-153.8089012,1.1
6131,70.31716588,-153.8089191,1.1
6132,70.3171689,-153.8089281,1.1
6133,70.3171689,-153.8089371,1.1
6134,70.31717496,-153.8089371,1.1
6135,70.31718101,-153.8089461,1.1
6136,70.31718707,-153.8089551,1.1
6137,70.3171901,-153.8089641,1.1
6138,70.31719918,-153.808973,1.1
6139,70.31720221,-153.808982,1.1
6140,70.31720524,-153.809,1.1
6141,70.31720826,-153.809018,1.2
6142,70.31721129,-153.8090269,1.1
6143,70.31721735,-153.8090359,1.1
6144,70.31722038,-153.8090449,1.1
6145,70.3172234,-153.8090539,1.1
6146,70.31722643,-153.8090539,1.1
6147,70.31722643,-153.8090629,1.1
6148,70.31722643,-153.8090808,1.2
6149,70.31722946,-153.8090898,1.1
6150,70.31723552,-153.8090898,1.2
6151,70.31723552,-153.8090898,1.1
6152,70.31723552,-153.8090988,1.2
6153,70.31723552,-153.8090988,1.2
6154,70.31723854,-153.8091078,1.1
6155,70.31724157,-153.8091078,1.1
6156,70.3172446,-153.8091078,1.2
6157,70.31725065,-153.8090988,1.2
6158,70.31725671,-153.8091078,1.1
6159,70.31725671,-153.8091168,1.2
6160,70.31726277,-153.8091168,1.2
6161,70.31726579,-153.8091258,1.2
6162,70.31726882,-153.8091347,1.2
6163,70.31726579,-153.8091437,1.2
6164,70.31726882,-153.8091437,1.2
6165,70.31726882,-153.8091527,1.2
6166,70.31727185,-153.8091527,1.1
6167,70.31727488,-153.8091617,1.2
6168,70.31727488,-153.8091527,1.2
6169,70.31728093,-153.8091527,1.2
6170,70.31728396,-153.8091527,1.1
6171,70.31728699,-153.8091617,1.1
6172,70.31729002,-153.8091617,1.2
6173,70.31729607,-153.8091617,1.2
6174,70.3172991,-153.8091617,1.2
6175,70.31730213,-153.8091617,1.2
6176,70.31730516,-153.8091707,1.1
6177,70.31731121,-153.8091707,1.1
6178,70.31731424,-153.8091796,1.1
6179,70.31731727,-153.8091886,1.2
6180,70.3173203,-153.8091976,1.2
6181,70.31732332,-153.8092156,1.1
6182,70.31732938,-153.8092335,1.2
6183,70.31732938,-153.8092425,1.1
6184,70.31733543,-153.8092335,1.1
6185,70.31733846,-153.8092515,1.1
6186,70.31734452,-153.8092605,1.1
6187,70.31734452,-153.8092785,1.1
6188,70.31734755,-153.8092964,1.1
6189,70.31734755,-153.8093144,1.1
6190,70.31735057,-153.8093324,1.1
6191,70.3173536,-153.8093593,1.1
6192,70.3173536,-153.8093773,1.1
6193,70.31735057,-153.8093952,1.1
6194,70.31734755,-153.8094222,1.1
6195,70.31734755,-153.8094312,1.1
6196,70.31734755,-153.8094491,1.1
6197,70.31735057,-153.8094581,1.1
6198,70.31735057,-153.8094671,1.1
6199,70.3173536,-153.8094851,1.1
6200,70.3173536,-153.8094851,1.1
6201,70.3173536,-153.809494,1.1
6202,70.31735966,-153.809503,1.2
6203,70.31736268,-153.809512,1.1
6204,70.31736571,-153.809503,1.1
6205,70.31737177,-153.809494,1.1
6206,70.31737782,-153.809503,1.1
6207,70.31738388,-153.809503,1.1
6208,70.31738691,-153.809503,1.1
6209,70.31739296,-153.809512,1.1
6210,70.31739599,-153.809521,1.1
6211,70.31740205,-153.80953,1.1
6212,70.31741416,-153.80953,1.1
6213,70.31742021,-153.809521,1.1
6214,70.31742324,-153.809539,1.1
6215,70.31742324,-153.8095479,1.1
6216,70.3174293,-153.8095569,1.1
6217,70.31743232,-153.8095659,1.1
6218,70.31743535,-153.8095749,1.1
6219,70.31744141,-153.8095749,1.1
6220,70.31744746,-153.8095929,1.1
6221,70.31745049,-153.8096108,1.1
6222,70.31745352,-153.8096288,1.1
6223,70.31745352,-153.8096288,1.1
6224,70.31745352,-153.8096647,1.1
6225,70.31745352,-153.8096737,1.1
6226,70.31745352,-153.8096917,1.1
6227,70.31745655,-153.8097006,1.1
6228,70.31746866,-153.8097186,1.1
6229,70.31746563,-153.8097366,1.1
6230,70.31746563,-153.8097366,1.1
6231,70.31746866,-153.8097725,1.1
6232,70.31746866,-153.8097725,1.1
6233,70.31747471,-153.8097815,1.1
6234,70.31747774,-153.8097905,1.1
6235,70.3174838,-153.8098354,1.1
6236,70.3174838,-153.8098534,1.1
6237,70.3174838,-153.8098623,1.1
6238,70.3174838,-153.8098803,1
6239,70.3174838,-153.8098893,1.1
6240,70.3174838,-153.8099073,1.1
6241,70.3174838,-153.8099162,1.1
6242,70.3174838,-153.8099342,1
6243,70.3174838,-153.8099432,1
6244,70.3174838,-153.8099432,1
6245,70.3174838,-153.8099522,1
6246,70.31748683,-153.8099612,1.1
6247,70.31748683,-153.8099701,1
6248,70.31748985,-153.8099791,1
6249,70.31749288,-153.8099881,1
6250,70.31749288,-153.8099881,1
6251,70.31749894,-153.8099791,1
6252,70.31749894,-153.8099971,1
6253,70.31750196,-153.810015,1
6254,70.31750196,-153.810033,1
6255,70.31750196,-153.81006,1
6256,70.31750196,-153.8100779,1
6257,70.31750499,-153.8100959,1
6258,70.31751105,-153.8101139,1
6259,70.3175171,-153.8101228,1
6260,70.3175171,-153.8101228,1
6261,70.31752013,-153.8101408,1
6262,70.31752619,-153.8101588,1
6263,70.31752921,-153.8101678,1
6264,70.31753224,-153.8101857,1
6265,70.31753224,-153.8102037,1
6266,70.31753527,-153.8102306,1
6267,70.31753527,-153.8102576,1
6268,70.31753527,-153.8102755,1
6269,70.31753527,-153.8103025,1
6270,70.3175383,-153.8103294,1
6271,70.3175383,-153.8103384,1
6272,70.31754133,-153.8103564,1
6273,70.31754435,-153.8103744,1
6274,70.31754738,-153.8104103,1
6275,70.31754738,-153.8104283,1
6276,70.31755041,-153.8104462,1
6277,70.31755041,-153.8104552,1
6278,70.31755344,-153.8104732,1
6279,70.31755949,-153.8104732,1
6280,70.31755949,-153.8104822,1
6281,70.31755949,-153.8104822,1
6282,70.31756252,-153.8104822,1
6283,70.31756555,-153.8104732,1
6284,70.31756858,-153.8104732,1
6285,70.3175716,-153.8104732,1
6286,70.31757463,-153.8104732,1
6287,70.31757766,-153.8104822,1
6288,70.31758069,-153.8104911,1
6289,70.31758371,-153.8105001,1
6290,70.31758674,-153.8105091,1
6291,70.31758977,-153.8105181,1
6292,70.3175928,-153.8105181,1
6293,70.31759583,-153.8105271,1
6294,70.31759583,-153.8105361,1
6295,70.31759885,-153.810545,1
6296,70.31760188,-153.810554,1
6297,70.31760188,-153.810563,1
6298,70.31760491,-153.8105899,1
6299,70.31760794,-153.8105989,1
6300,70.31761097,-153.8106079,1
6301,70.31761702,-153.8106079,1
6302,70.31762005,-153.8106079,1.1
6303,70.3176261,-153.8106169,1
6304,70.31762913,-153.8106259,1
6305,70.31762913,-153.8106349,1
6306,70.31763216,-153.8106438,1
6307,70.31763519,-153.8106528,1
6308,70.31763822,-153.8106618,0.9
6309,70.31764427,-153.8106708,1
6310,70.31764427,-153.8106977,1
6311,70.31764427,-153.8107157,1
6312,70.3176473,-153.8107157,0.9
6313,70.3176473,-153.8107157,0.9
6314,70.31765033,-153.8107247,0.9
6315,70.31765033,-153.8107427,0.9
6316,70.31765335,-153.8107786,0.9
6317,70.31765335,-153.8107966,0.9
6318,70.31765335,-153.8108055,0.9
6319,70.31765335,-153.8108235,0.9
6320,70.31765335,-153.8108504,0.9
6321,70.31765638,-153.8108774,0.9
6322,70.31765638,-153.8108864,1
6323,70.31765941,-153.8108954,0.9
6324,70.31765941,-153.8108954,0.9
6325,70.31765941,-153.8109043,0.9
6326,70.31765941,-153.8109133,0.9
6327,70.31766244,-153.8109223,0.9
6328,70.31766244,-153.8109313,0.9
6329,70.31766244,-153.8110032,0.9
6330,70.31766547,-153.8110301,0.9
6331,70.31766547,-153.8110481,0.9
6332,70.31766547,-153.811066,0.9
6333,70.31766547,-153.811075,0.9
6334,70.31766547,-153.811084,0.9
6335,70.31766849,-153.811084,0.9
6336,70.31766547,-153.811093,0.9
6337,70.31766547,-153.811093,0.9
6338,70.31766547,-153.811102,0.9
6339,70.31766547,-153.8111109,0.9
6340,70.31766547,-153.8111109,0.9
6341,70.31766547,-153.8111199,0.9
6342,70.31766547,-153.8111289,0.8
6343,70.31767152,-153.8111379,0.9
6344,70.31767758,-153.8111379,0.8
6345,70.3176806,-153.8111469,0.8
6346,70.31768363,-153.8111648,0.9
6347,70.31768363,-153.8111828,0.8
